"idno","ppltrst","happy","cgtsday","alcfreq","height","weight","gndr","yrbrn"
"1261",945660,"6","9",NA,"Several times a week",177,89,"Male",1949
"1262",945686,"8","8",NA,"2-3 times a month",162,60.5,"Female",1934
"1263",945733,"9","8",NA,"Several times a week",173,80,"Female",1951
"1264",945759,"7","9",NA,"2-3 times a month",181,82,"Male",1987
"1265",945767,"Most people can be trusted","9",6,"Every day",168,54,"Female",1954
"1266",945791,"3","Extremely happy",NA,"Once a week",172,80,"Male",1935
"1267",945806,"Most people can be trusted","9",NA,"Several times a week",181,79,"Male",1964
"1268",945814,"8","8",NA,"2-3 times a month",163,57,"Female",1985
"1269",945822,"8","8",NA,"Never",170,70,"Male",1939
"1270",945830,"3","Extremely happy",NA,"Once a month",174,79,"Female",1941
"1271",945856,"9","Extremely happy",NA,"Once a week",170,66,"Male",1988
"1272",945872,"7","9",NA,"Once a month",163,64,"Female",1976
"1273",945903,"2","2",NA,"Less than once a month",158,65,"Female",1967
"1274",945937,"8","8",NA,"Several times a week",184,93,"Male",1959
"1275",945953,"7","9",NA,"Once a month",185,64,"Male",1999
"1276",945961,"5","7",30,"Several times a week",186,83,"Male",1990
"1277",946014,"5","7",NA,"2-3 times a month",182,70,"Male",1997
"1278",946030,"7","8",NA,"Several times a week",182,76,"Male",1983
"1279",946064,"5","Extremely happy",NA,"Every day",180,86,"Male",1936
"1280",946072,"8","9",NA,"Several times a week",183,110,"Male",1985
"1281",946098,"8","8",5,"Once a week",169,66,"Female",1969
"1282",946129,"7","8",NA,"Once a month",160,75,"Female",1981
"1283",946153,"6","7",NA,"Never",159,50,"Female",1933
"1284",946161,"7","5",NA,"Once a month",174,65,"Male",1993
"1285",946195,"7","Extremely happy",NA,"2-3 times a month",191,95,"Male",1991
"1286",946218,"8","8",20,"Several times a week",185,83,"Male",1972
"1287",946250,"6","8",7,"2-3 times a month",187,66,"Male",1997
"1288",946268,"5","9",10,"2-3 times a month",180,74,"Male",1966
"1289",946276,"7","Extremely happy",NA,"2-3 times a month",196,96,"Male",1964
"1290",946292,"8","9",NA,"Once a month",163,66,"Female",1998
"1291",946331,"9","8",NA,"2-3 times a month",172,68,"Male",1945
"1292",946349,"4","7",NA,"Several times a week",170,74,"Female",1977
"1293",946373,"7","9",NA,"2-3 times a month",159,60,"Female",1971
"1294",946381,"6","7",NA,"2-3 times a month",167,57,"Female",1998
"1295",946404,"8","8",NA,"2-3 times a month",190,110,"Male",1959
"1296",946412,"4","7",NA,"Once a week",189,67,"Male",1985
"1297",946446,"8","9",NA,"Several times a week",182,95,"Male",1965
"1298",946488,"8","Extremely happy",NA,"Several times a week",164,80,"Female",1947
"1299",946496,"1","5",NA,"2-3 times a month",180,87,"Male",1981
"1300",946519,"5","Extremely happy",NA,"Less than once a month",173,70,"Female",1998
"1301",946527,"8","",NA,"Every day",177,66,"Female",1932
"1302",946535,"8","8",NA,"2-3 times a month",164,63,"Female",1971
"1303",946569,"Most people can be trusted","9",NA,"Several times a week",180,69,"Female",1963
"1304",946585,"8","Extremely happy",NA,"Several times a week",168,58,"Female",1963
"1305",946616,"8","8",NA,"Less than once a month",167,114,"Female",1964
"1306",946624,"8","8",NA,"Several times a week",178,76,"Male",1970
"1307",946658,"7","6",NA,"Several times a week",182,76,"Male",1990
"1308",946666,"7","9",6,"Less than once a month",160,65,"Female",1982
"1309",946682,"8","8",NA,"Once a month",188,95,"Male",1974
"1310",946690,"5","8",20,"Several times a week",179,82,"Male",1963
"1311",946721,"7","9",NA,"Once a week",165,61,"Female",1985
"1312",946747,"3","8",NA,"Several times a week",168,76,"Male",1938
"1313",946755,"Most people can be trusted","9",NA,"Once a week",180,115,"Male",1977
"1314",946797,"9","8",NA,"Several times a week",186,75,"Male",1991
"1315",946810,"5","8",NA,"Once a week",180,78,"Male",1989
"1316",946828,"5","9",NA,"Once a week",165,68,"Male",1933
"1317",946836,"8","8",NA,"Several times a week",171,95,"Female",1952
"1318",946852,"8","Extremely happy",NA,"Several times a week",175,85,"Female",1967
"1319",946886,"4","6",NA,"Once a month",188,95,"Male",1993
"1320",946917,"8","9",NA,"2-3 times a month",185,97,"Male",1983
"1321",946925,"8","8",NA,"Once a week",165,73,"Female",1955
"1322",946933,"6","7",20,"Several times a week",170,85,"Female",1956
"1323",946959,"9","9",NA,"Less than once a month",185,97,"Male",1973
"1324",946967,"You can't be too careful","8",NA,"Every day",160,45,"Female",1941
"1325",946975,"8","9",NA,"Once a week",178,76,"Male",1963
"1326",947010,"8","7",NA,"Several times a week",174,80,"Male",1955
"1327",947028,"7","8",NA,"Once a week",175,103,"Male",1985
"1328",947060,"5","9",20,"Several times a week",190,96,"Male",1984
"1329",947078,"7","9",NA,"Several times a week",166,58,"Female",1964
"1330",947086,"8","7",NA,"Once a week",186,84,"Male",1964
"1331",947117,"7","9",NA,"2-3 times a month",170,71,"Female",1963
"1332",947141,"8","9",NA,"Once a month",165,74,"Female",1973
"1333",947159,"6","7",NA,"Less than once a month",171,67,"Male",1994
"1334",947167,"8","Extremely happy",NA,"Never",173,78,"Female",1957
"1335",947214,"Most people can be trusted","9",NA,"Less than once a month",178,57,"Female",1986
"1336",947230,"7","8",NA,"2-3 times a month",162,59,"Female",1968
"1337",947248,"Most people can be trusted","Extremely happy",NA,"2-3 times a month",169,61,"Female",1977
"1338",947256,"9","6",NA,"Several times a week",170,73,"Female",1948
"1339",947272,"5","4",NA,"Several times a week",182,54,"Male",1990
"1340",947280,"3","6",NA,"2-3 times a month",183,82,"Male",1981
"1341",947303,"7","9",NA,"Less than once a month",173,59,"Female",1999
"1342",947329,"8","7",NA,"Once a week",177,65,"Male",1952
"1343",947337,"Most people can be trusted","8",NA,"2-3 times a month",160,59,"Female",1945
"1344",947345,"8","9",10,"Once a week",174,104,"Male",1984
"1345",947379,"8","9",NA,"Once a week",176,70,"Male",1979
"1346",947395,"5","8",NA,"Once a week",183,87,"Male",1949
"1347",947400,"7","9",NA,"2-3 times a month",174,65,"Male",1997
"1348",947450,"9","8",NA,"2-3 times a month",160,57,"Female",1981
"1349",947476,"Most people can be trusted","9",NA,"Less than once a month",184,87,"Female",1939
"1350",947484,"3","Extremely happy",NA,"Once a month",160,78,"Female",1964
"1351",947492,"8","9",NA,"Once a week",165,61,"Female",1954
"1352",947507,"3","Extremely happy",NA,"Every day",172,80,"Male",1935
"1353",947515,"Most people can be trusted","9",5,"Several times a week",172,62,"Female",1958
"1354",947523,"Most people can be trusted","Extremely happy",NA,"Once a week",170,72,"Male",1927
"1355",947557,"8","8",NA,"Less than once a month",159,108,"Female",1980
"1356",947565,"9","8",NA,"Several times a week",175,75,"Male",1955
"1357",947612,"7","8",3,"Once a week",165,58,"Female",1940
"1358",947638,"Most people can be trusted","9",NA,"Several times a week",168,63,"Female",1936
"1359",947646,"Most people can be trusted","9",NA,"Less than once a month",173,69,"Female",1973
"1360",947662,"9","8",NA,"2-3 times a month",182,65,"Male",1968
"1361",947719,"8","7",NA,"Once a week",180,101,"Male",1951
"1362",947735,"7","8",NA,"2-3 times a month",175,77,"Male",1972
"1363",947751,"6","8",NA,"Every day",176,66,"Male",1954
"1364",947769,"8","9",NA,"Several times a week",176,110,"Female",1959
"1365",947793,"5","7",NA,"Once a month",179,58,"Male",1999
"1366",947808,"9","7",20,"Once a week",169,57,"Female",1957
"1367",947816,"5","7",NA,"Once a week",175,71,"Female",1948
"1368",947840,"9","9",NA,"Once a week",185,86,"Male",1995
"1369",947858,"8","9",NA,"Several times a week",181,71,"Male",1992
"1370",947874,"9","9",NA,"Once a week",184,89,"Male",1985
"1371",947882,"7","7",NA,"2-3 times a month",164,68,"Female",1973
"1372",947890,"7","Extremely happy",NA,"Once a month",167,56,"Female",1996
"1373",947905,"4","9",NA,"Several times a week",177,95,"Male",1976
"1374",947921,"7","8",NA,"Less than once a month",169,63,"Female",1980
"1375",947947,"7","8",NA,"Once a week",161,69,"Female",1943
"1376",947971,"Most people can be trusted","7",3,"Once a week",165,80,"Male",1932
"1377",947989,"7","8",15,"Once a week",193,90.3,"Male",1959
"1378",947997,"9","Extremely happy",4,"2-3 times a month",168,56,"Female",1997
"1379",948016,"7","7",8,"Less than once a month",165,53,"Female",1965
"1380",948074,"5","8",NA,"Once a week",165,68,"Female",1995
"1381",948082,"5","8",3,"Once a week",180,89,"Male",1947
"1382",948113,"Most people can be trusted","Extremely happy",3,"Once a week",167,79,"Female",1983
"1383",948121,"8","9",NA,"Several times a week",178,93,"Male",1941
"1384",948189,"7","Extremely happy",5,"2-3 times a month",176,88,"Male",1990
"1385",948197,"9","8",NA,"Several times a week",182,86,"Male",1961
"1386",948202,"9","Extremely happy",NA,"Once a week",168,62,"Female",1955
"1387",948244,"7","5",NA,"Once a week",167,59,"Female",1998
"1388",948286,"7","9",NA,"2-3 times a month",157,55,"Female",1993
"1389",948294,"Most people can be trusted","Extremely happy",NA,"Less than once a month",182,117,"Female",1968
"1390",948333,"8","9",NA,"Less than once a month",162,73,"Male",1934
"1391",948341,"7","8",NA,"Never",177,68,"Male",1963
"1392",948359,"8","Extremely happy",NA,"Once a week",177,75,"Male",1928
"1393",948375,"6","9",NA,"Once a week",169,91,"Male",1951
"1394",948383,"8","Extremely happy",NA,"Once a week",173,72,"Female",1958
"1395",948391,"7","7",NA,"Less than once a month",176,63,"Female",1995
"1396",948406,"7","8",NA,"2-3 times a month",176,58,"Male",1949
"1397",948414,"7","8",NA,"Less than once a month",168,NA,"Female",1974
"1398",948422,"3","7",NA,"Less than once a month",166,65,"Female",1991
"1399",948448,"8","7",NA,"Several times a week",185,95,"Male",1957
"1400",948456,"8","9",NA,"Less than once a month",170,80,"Female",1975
"1401",948472,"8","8",NA,"Once a month",171,56,"Female",1977
"1402",948480,"8","Extremely happy",NA,"2-3 times a month",168,80,"Male",1966
"1403",948529,"8","9",NA,"2-3 times a month",181,78,"Female",1972
"1404",948545,"7","7",NA,"2-3 times a month",168,64,"Female",1953
"1405",948595,"8","Extremely happy",NA,"Several times a week",178,92,"Male",1947
"1406",948600,"3","7",NA,"2-3 times a month",185,90,"Male",1965
"1407",948618,"4","8",NA,"Never",166,73,"Female",1997
"1408",948650,"8","Extremely happy",NA,"Every day",182,83.3,"Male",1949
"1409",948676,"7","8",NA,"Once a month",174,82,"Female",1965
"1410",948715,"9","6",NA,"Once a week",198,84,"Male",1993
"1411",948731,"8","8",NA,"2-3 times a month",175,60,"Female",1974
"1412",948757,"7","8",NA,"Once a week",188,80,"Male",1965
"1413",948765,"5","8",NA,"Less than once a month",153,57,"Female",1950
"1414",948781,"8","2",NA,"Never",150,57,"Female",1959
"1415",948838,"8","7",NA,"Several times a week",185,83,"Male",1972
"1416",948846,"5","7",NA,"2-3 times a month",159,60,"Female",1997
"1417",948854,"2","6",15,"2-3 times a month",175,64,"Male",1964
"1418",948896,"9","8",NA,"Several times a week",168,70,"Female",1959
"1419",948901,"7","Extremely happy",40,"Every day",180,83,"Male",1970
"1420",948919,"8","9",NA,"Never",160,72,"Female",1965
"1421",948927,"8","8",NA,"Once a week",180,74,"Male",1960
"1422",948943,"4","8",NA,"Several times a week",172,71,"Female",1938
"1423",948993,"8","7",NA,"Once a week",164,58,"Female",1956
"1424",949004,"6","9",10,"Several times a week",180,65,"Male",1963
"1425",949012,"8","Extremely happy",NA,"Several times a week",186,93,"Male",1939
"1426",949020,"8","6",NA,"Once a week",178,66,"Male",1962
"1427",949046,"7","8",NA,"2-3 times a month",183,75,"Male",1981
"1428",949054,"9","Extremely happy",NA,"2-3 times a month",166,71,"Female",1939
"1429",949070,"5","9",NA,"2-3 times a month",167,95,"Female",1983
"1430",949096,"4","5",NA,"Less than once a month",186,73,"Male",1979
"1431",949119,"9","9",NA,"Once a week",165,65,"Female",1954
"1432",949135,"8","5",NA,"Several times a week",167,55,"Female",1978
"1433",949143,"8","8",NA,"2-3 times a month",172,62,"Female",1972
"1434",949185,"7","9",NA,"Every day",183,93,"Male",1946
"1435",949193,"8","9",NA,"Several times a week",186,82,"Male",1993
"1436",949208,"7","9",NA,"Less than once a month",178,73,"Male",1994
"1437",949216,"7","8",NA,"Once a month",180,69,"Male",1994
"1438",949224,"7","Extremely happy",NA,"2-3 times a month",161,86,"Female",1941
"1439",949258,"8","9",8,"Every day",172,76,"Male",1943
"1440",949274,"8","7",NA,"Several times a week",168,72,"Female",1974
"1441",949305,"9","Extremely happy",NA,"Less than once a month",160,80,"Female",1939
"1442",949313,"Most people can be trusted","Extremely happy",NA,"Several times a week",178,74,"Male",1988
"1443",949321,"8","Extremely happy",1,"2-3 times a month",176,77,"Female",1972
"1444",949339,"7","Extremely happy",NA,"Every day",181,77,"Male",1930
"1445",949363,"8","9",5,"Once a week",165,63,"Female",1952
"1446",949389,"8","Extremely happy",NA,"2-3 times a month",164,60,"Female",1927
"1447",949397,"7","8",NA,"2-3 times a month",176,67,"Male",1942
"1448",949436,"8","9",10,"2-3 times a month",160,83,"Female",1967
"1449",949444,"9","8",NA,"Once a month",165,58,"Female",1965
"1450",949486,"8","8",NA,"Once a week",164,75,"Female",1962
"1451",949494,"7","7",NA,"Never",161,82,"Female",1994
"1452",949509,"9","9",NA,"Several times a week",192,76,"Male",1989
"1453",949517,"7","8",NA,"Less than once a month",165,90,"Female",1947
"1454",949541,"8","8",NA,"Less than once a month",172,110,"Female",1958
"1455",949583,"7","4",NA,"Once a week",165,NA,"Female",1958
"1456",949591,"9","9",NA,"Once a week",180,94,"Male",1971
"1457",949606,"4","Extremely happy",NA,"Less than once a month",170,130,"Female",1993
"1458",949614,"8","8",NA,"Several times a week",186,90,"Male",1934
"1459",949622,"8","9",NA,"2-3 times a month",167,95,"Female",1955
"1460",949630,"7","8",10,"Several times a week",168,55,"Female",1995
"1461",949648,"6","9",NA,"Several times a week",195,110,"Male",1980
"1462",949680,"8","9",NA,"Every day",174,81,"Male",1936
"1463",949703,"7","9",NA,"Once a week",186,89,"Male",1969
"1464",949711,"5","8",NA,"Once a month",165,88,"Male",1927
"1465",949745,"6","8",NA,"Several times a week",190,83,"Male",1957
"1466",949779,"7","Extremely happy",NA,"Several times a week",178,84.2,"Male",1933
"1467",949787,"9","8",20,"Once a week",176,58,"Female",1967
"1468",949800,"8","9",5,"Once a week",173,78,"Female",1958
"1469",949826,"Most people can be trusted","9",NA,"2-3 times a month",184,82,"Male",1962
"1470",949868,"8","9",15,"2-3 times a month",174,NA,"Female",1971
"1471",949876,"7","Extremely happy",NA,"2-3 times a month",194,NA,"Male",1995
"1472",949892,"6","3",20,"Every day",174,92,"Male",1964
"1473",949907,"7","8",NA,"Several times a week",180,80,"Male",1942
"1474",949915,"9","9",NA,"Several times a week",176,86,"Male",1944
"1475",949923,"4","7",NA,"2-3 times a month",172,67,"Female",1975
"1476",949931,"7","Extremely happy",NA,"Once a week",160,72,"Female",1924
"1477",949981,"7","Extremely happy",NA,"Several times a week",170,80,"Male",1946
"1478",949999,"8","4",NA,"Several times a week",200,88,"Male",1994
"1479",950037,"5","9",NA,"Once a week",172,110,"Male",1944
"1480",950053,"7","Extremely happy",NA,"Several times a week",175,70,"Female",1959
"1481",950061,"7","Extremely happy",1,"Once a week",183,70,"Male",1995
"1482",950079,"6","9",NA,"Never",172,76,"Male",1973
"1483",950095,"8","9",NA,"Every day",180,85,"Male",1947
"1484",950118,"8","8",NA,"Several times a week",165,NA,"Female",1965
"1485",950134,"9","9",NA,"Less than once a month",170,52,"Female",1960
"1486",950150,"6","8",NA,"Several times a week",186,80,"Male",1956
"1487",950184,"8","8",20,"2-3 times a month",167,109,"Female",1960
"1488",950192,"9","8",NA,"Several times a week",185,92,"Male",1990
"1489",950249,"8","7",7,"Several times a week",190,89,"Male",1956
"1490",950273,"2","7",NA,"Less than once a month",174,60,"Female",1980
"1491",950304,"Most people can be trusted","Extremely happy",NA,"Several times a week",172,50,"Female",1940
"1492",950320,"7","Extremely happy",NA,"Once a week",185,96,"Male",1960
"1493",950346,"7","9",NA,"Several times a week",156,60,"Female",1955
"1494",950354,"8","9",NA,"Every day",170,66,"Male",1945
"1495",950362,"4","9",NA,"Once a month",176,68,"Male",1979
"1496",950427,"5","7",23,"Every day",192,117,"Male",1964
"1497",950443,"5","9",NA,"Once a week",195,87,"Male",1995
"1498",950469,"7","8",NA,"Several times a week",164,84,"Female",1945
"1499",950477,"8","8",NA,"2-3 times a month",180,90,"Male",1942
"1500",950493,"5","9",NA,"Once a week",183,86,"Male",1955
"1501",950508,"7","8",NA,"Once a week",173,75,"Male",1966
"1502",950516,"3","Extremely happy",NA,"2-3 times a month",168,75,"Female",1942
